Time,SpineBase_X,SpineBase_Y,SpineBase_Z,SpineBase_State,SpineMid_X,SpineMid_Y,SpineMid_Z,SpineMid_State,Neck_X,Neck_Y,Neck_Z,Neck_State,Head_X,Head_Y,Head_Z,Head_State,ShoulderLeft_X,ShoulderLeft_Y,ShoulderLeft_Z,ShoulderLeft_State,ElbowLeft_X,ElbowLeft_Y,ElbowLeft_Z,ElbowLeft_State,WristLeft_X,WristLeft_Y,WristLeft_Z,WristLeft_State,HandLeft_X,HandLeft_Y,HandLeft_Z,HandLeft_State,ShoulderRight_X,ShoulderRight_Y,ShoulderRight_Z,ShoulderRight_State,ElbowRight_X,ElbowRight_Y,ElbowRight_Z,ElbowRight_State,WristRight_X,WristRight_Y,WristRight_Z,WristRight_State,HandRight_X,HandRight_Y,HandRight_Z,HandRight_State,HipLeft_X,HipLeft_Y,HipLeft_Z,HipLeft_State,KneeLeft_X,KneeLeft_Y,KneeLeft_Z,KneeLeft_State,AnkleLeft_X,AnkleLeft_Y,AnkleLeft_Z,AnkleLeft_State,FootLeft_X,FootLeft_Y,FootLeft_Z,FootLeft_State,HipRight_X,HipRight_Y,HipRight_Z,HipRight_State,KneeRight_X,KneeRight_Y,KneeRight_Z,KneeRight_State,AnkleRight_X,AnkleRight_Y,AnkleRight_Z,AnkleRight_State,FootRight_X,FootRight_Y,FootRight_Z,FootRight_State,SpineShoulder_X,SpineShoulder_Y,SpineShoulder_Z,SpineShoulder_State,HandTipLeft_X,HandTipLeft_Y,HandTipLeft_Z,HandTipLeft_State,ThumbLeft_X,ThumbLeft_Y,ThumbLeft_Z,ThumbLeft_State,HandTipRight_X,HandTipRight_Y,HandTipRight_Z,HandTipRight_State,ThumbRight_X,ThumbRight_Y,ThumbRight_Z,ThumbRight_State,
00_00_04_0667,0.012442,0.023825,1.617807,2,-0.057581,0.352939,1.636148,2,-0.113061,0.669020,1.642105,2,-0.210525,0.763508,1.687669,2,-0.207107,0.541167,1.737821,1,-0.155334,0.293545,1.849592,1,-0.249971,0.284868,1.656419,1,-0.281899,0.282586,1.595790,1,-0.023274,0.493230,1.483689,2,-0.065485,0.222973,1.381473,2,-0.115607,0.019790,1.335132,2,-0.112262,-0.051043,1.320763,2,-0.027041,0.020702,1.629312,2,0.002951,-0.444063,1.584039,1,0.053017,-0.807071,1.748082,1,0.014919,-0.820614,1.612759,2,0.057734,0.028131,1.534990,2,0.052523,-0.405476,1.542748,2,0.125885,-0.753278,1.522179,2,0.042974,-0.798755,1.526815,2,-0.099705,0.591632,1.641381,2,-0.293993,0.289175,1.584458,1,-0.281979,0.282085,1.583857,1,-0.100218,-0.120695,1.311333,2,-0.157879,-0.067808,1.384852,2,
00_00_04_0700,0.004383,0.021641,1.625892,2,-0.056387,0.355628,1.645817,2,-0.106605,0.676930,1.658850,2,-0.203268,0.771912,1.707636,2,-0.200658,0.549119,1.754568,1,-0.148884,0.301191,1.866403,1,-0.243164,0.292068,1.673061,1,-0.274955,0.289647,1.612378,1,-0.024175,0.497286,1.508375,2,-0.086567,0.229859,1.409885,2,-0.123820,0.013206,1.348879,2,-0.137406,-0.060411,1.347494,2,-0.038336,0.013814,1.638983,2,-0.047330,-0.451988,1.604755,1,0.204317,-0.820753,1.596711,2,0.071721,-0.813694,1.592147,2,0.047714,0.028656,1.544228,2,0.052461,-0.405282,1.543029,2,0.125897,-0.752542,1.521221,2,0.043384,-0.798402,1.526277,2,-0.094527,0.598565,1.657373,2,-0.287106,0.296209,1.601041,1,-0.275169,0.289087,1.600432,1,-0.138507,-0.130641,1.354497,2,-0.108307,-0.076069,1.405333,2,
00_00_04_0733,0.000109,0.012658,1.649366,2,-0.052557,0.356223,1.668157,2,-0.100744,0.683295,1.676968,2,-0.197056,0.778329,1.726401,2,-0.194800,0.555532,1.772679,1,-0.143067,0.307530,1.884553,1,-0.147902,0.140988,1.649586,2,-0.096576,0.063745,1.535523,1,-0.022847,0.500495,1.528789,2,-0.098082,0.235636,1.433004,2,-0.152578,-0.011257,1.417608,2,-0.161727,-0.065863,1.400089,2,-0.041040,-0.001576,1.659421,2,0.004513,-0.461627,1.561520,2,0.074726,-0.754820,1.556804,2,0.020666,-0.816979,1.600859,2,0.041382,0.026343,1.570257,2,0.052092,-0.406163,1.545181,2,0.125823,-0.752432,1.520660,2,0.043525,-0.798397,1.525959,2,-0.089066,0.603673,1.676474,2,-0.111228,0.026560,1.512073,2,-0.074782,0.122499,1.505692,2,-0.172784,-0.126544,1.388972,2,-0.119225,-0.064599,1.458372,2,
00_00_04_0767,0.003275,0.015599,1.668067,2,-0.046913,0.360369,1.691419,2,-0.094151,0.688388,1.702664,2,-0.189530,0.784096,1.751742,2,-0.188204,0.560700,1.798352,1,-0.136558,0.312729,1.910197,1,-0.161487,0.126891,1.691879,2,-0.113306,0.076075,1.580738,2,-0.010003,0.503361,1.565505,2,-0.107920,0.246045,1.470452,2,-0.195576,0.010929,1.433643,2,-0.194507,-0.049115,1.441005,2,-0.038760,-0.000658,1.672704,2,0.120355,-0.401475,1.720178,2,0.189603,-0.695125,1.715675,1,0.091086,-0.759720,1.636290,2,0.045284,0.031633,1.593611,2,0.048937,-0.410011,1.553200,2,0.125690,-0.752434,1.520621,2,0.043581,-0.798394,1.525821,2,-0.082638,0.608542,1.701786,2,-0.124900,0.023313,1.552217,2,-0.101198,0.109219,1.549555,2,-0.211096,-0.123118,1.444680,2,-0.141990,-0.061640,1.406125,2,
00_00_04_0800,0.015842,0.035664,1.690732,2,-0.038345,0.372324,1.713855,2,-0.089042,0.694127,1.726585,2,-0.145402,0.808615,1.816818,2,-0.183088,0.566504,1.822253,1,-0.131522,0.318588,1.934070,1,-0.169587,0.125402,1.724418,2,-0.118118,0.092176,1.612761,2,0.004013,0.509345,1.597637,2,-0.114327,0.260630,1.503639,2,-0.209210,0.014866,1.479586,2,-0.222273,-0.048189,1.488931,2,-0.020762,0.043199,1.698235,2,0.117701,-0.397080,1.720652,2,0.276129,-0.496941,1.472475,1,0.196297,-0.584359,1.487444,1,0.054002,0.035087,1.614480,2,0.049422,-0.416255,1.575739,1,0.125213,-0.752238,1.520551,2,0.043598,-0.798330,1.525762,2,-0.076738,0.615690,1.725126,2,-0.116491,0.075828,1.598312,2,-0.113469,0.111853,1.583143,2,-0.233182,-0.114898,1.488669,2,-0.221568,-0.028117,1.442452,2,
00_00_04_0833,0.017266,0.038940,1.703986,2,-0.033548,0.377303,1.734468,2,-0.080914,0.699970,1.754480,2,-0.152346,0.816348,1.808235,2,-0.174961,0.572423,1.850126,1,-0.123508,0.324587,1.961905,1,-0.161304,0.155634,1.731876,2,-0.120452,0.100808,1.621590,2,0.018545,0.514338,1.627271,2,-0.118987,0.274304,1.538041,2,-0.228496,0.017392,1.521876,2,-0.237232,-0.045211,1.533986,2,-0.021364,0.043811,1.703989,2,0.114039,-0.396183,1.733759,2,0.246133,-0.538933,1.491437,1,0.166695,-0.626231,1.504688,2,0.057255,0.036425,1.635531,2,0.037526,-0.429087,1.586672,2,0.124358,-0.752008,1.520599,2,0.043825,-0.798070,1.525304,2,-0.069410,0.621379,1.751332,2,-0.130760,0.038280,1.614148,2,-0.114286,0.136679,1.582923,2,-0.245245,-0.107785,1.535532,2,-0.242000,-0.024904,1.492435,2,
00_00_04_0867,0.030487,0.006085,1.741317,2,-0.023833,0.367230,1.764549,2,-0.073702,0.705227,1.781416,2,-0.120554,0.829765,1.857507,2,-0.167746,0.577752,1.877040,1,-0.182328,0.338692,1.709082,2,-0.157272,0.071340,1.611075,2,-0.209123,-0.053959,1.574294,2,0.037554,0.520303,1.659336,2,-0.114116,0.289293,1.569671,2,-0.232622,0.032948,1.562061,2,-0.243577,-0.032481,1.569106,2,-0.016614,0.018666,1.693383,2,0.112289,-0.417481,1.748257,2,0.221422,-0.636418,1.559026,1,0.124567,-0.714846,1.548465,2,0.074600,0.002481,1.723033,2,0.034687,-0.448613,1.634878,2,0.122717,-0.751343,1.521033,2,0.046604,-0.795889,1.523070,2,-0.061719,0.623012,1.778478,2,-0.229645,-0.105694,1.584557,2,-0.143932,-0.068970,1.535143,2,-0.261401,-0.100978,1.582552,2,-0.269733,0.000452,1.554445,2,
00_00_04_0900,0.029635,0.006236,1.751063,2,-0.020328,0.366519,1.783259,2,-0.066091,0.708031,1.804873,2,-0.112421,0.835882,1.868310,2,-0.160139,0.580622,1.900474,1,-0.178835,0.333540,1.745683,2,-0.170162,0.064605,1.649833,2,-0.189296,0.007381,1.611458,2,0.050766,0.524159,1.683305,2,-0.123743,0.310379,1.593109,2,-0.210970,0.042146,1.599845,2,-0.241431,-0.031722,1.607670,2,-0.017143,0.015138,1.701056,2,0.097077,-0.424022,1.759722,2,0.111352,-0.535968,1.469826,1,0.076257,-0.639419,1.492217,2,0.074279,0.002508,1.732034,2,0.024463,-0.447025,1.649424,2,0.114985,-0.748038,1.524312,2,0.045174,-0.796523,1.522894,2,-0.054956,0.624760,1.801463,2,-0.220083,-0.077897,1.601170,2,-0.137690,-0.025027,1.600214,2,-0.253393,-0.100965,1.616292,2,-0.272713,-0.011442,1.589087,2,
00_00_04_0933,0.030671,0.002749,1.777797,2,-0.013623,0.364462,1.808560,2,-0.055704,0.709067,1.827854,2,-0.087052,0.835581,1.911862,2,-0.149766,0.581724,1.923432,1,-0.173800,0.336538,1.766381,2,-0.174761,0.063528,1.683929,2,-0.212912,-0.040044,1.649250,2,0.061680,0.527218,1.708277,2,-0.115270,0.317893,1.612137,2,-0.201267,0.050137,1.628912,2,-0.234056,-0.020345,1.639369,2,-0.015802,0.004312,1.727700,2,0.060360,-0.431185,1.770638,2,0.158437,-0.564046,1.507226,1,0.099222,-0.662704,1.519394,2,0.075672,0.002208,1.758397,2,0.027226,-0.460176,1.704375,2,0.097646,-0.739414,1.535105,2,0.040537,-0.802126,1.524141,2,-0.045465,0.625025,1.824821,2,-0.226632,-0.109851,1.646795,2,-0.158964,-0.082628,1.601000,2,-0.249762,-0.095723,1.643851,2,-0.261298,0.002464,1.615500,2,
00_00_04_0967,0.036409,0.004174,1.803630,2,-0.005702,0.366557,1.834670,2,-0.046001,0.712569,1.853973,2,-0.067808,0.842468,1.934164,2,-0.140070,0.585295,1.949531,1,-0.168119,0.336561,1.799304,2,-0.183688,0.063403,1.719564,2,-0.202354,-0.003469,1.676466,2,0.074936,0.528671,1.735725,2,-0.098655,0.309686,1.659223,2,-0.198231,0.045600,1.658120,1,-0.231351,-0.055363,1.668780,1,-0.011233,0.004365,1.752015,2,0.035182,-0.435127,1.777883,2,0.007992,-0.647722,1.553740,2,0.011556,-0.758181,1.566805,2,0.082455,0.004150,1.784619,2,0.049762,-0.459500,1.748127,2,0.090557,-0.741639,1.545919,2,0.030020,-0.802663,1.530957,2,-0.036125,0.628154,1.851107,2,-0.226275,-0.078392,1.659533,2,-0.155904,-0.032754,1.663462,2,-0.230233,-0.102834,1.670281,2,-0.252436,-0.036672,1.634437,2,
00_00_05_0000,0.034446,0.006553,1.819329,2,-0.001385,0.368890,1.855046,2,-0.033434,0.715227,1.881280,2,-0.070377,0.842708,1.956476,2,-0.127520,0.588026,1.976817,1,-0.159605,0.341784,1.823259,2,-0.182540,0.068727,1.745362,2,-0.194762,0.002800,1.698861,2,0.078371,0.530013,1.753248,2,-0.112186,0.327501,1.671991,2,-0.202287,0.060588,1.681707,1,-0.219509,-0.010240,1.685870,1,-0.013856,0.006324,1.772667,2,0.011234,-0.430014,1.789210,2,-0.047719,-0.685045,1.626147,2,0.031769,-0.754395,1.551758,2,0.081186,0.006549,1.796319,2,0.067324,-0.452462,1.786881,2,0.059802,-0.720243,1.573909,2,0.005874,-0.783776,1.567638,2,-0.025867,0.630690,1.876429,2,-0.222285,-0.071175,1.676547,2,-0.160068,-0.024958,1.707062,2,-0.238610,-0.088596,1.681299,2,-0.242833,-0.013763,1.637833,2,
00_00_05_0033,0.024752,0.013380,1.838313,2,-0.001781,0.372425,1.873546,2,-0.026958,0.716207,1.899677,2,-0.043954,0.838828,1.997380,2,-0.121047,0.589055,1.995195,1,-0.154153,0.343667,1.840522,2,-0.186414,0.071473,1.763240,2,-0.190100,-0.001805,1.713280,2,0.085563,0.531963,1.777742,2,-0.104613,0.332688,1.687119,2,-0.197408,0.066444,1.693021,1,-0.212866,-0.007555,1.698575,1,-0.024094,0.011645,1.790948,2,-0.039300,-0.401510,1.807294,2,-0.047797,-0.663171,1.644203,1,0.029403,-0.733894,1.576990,2,0.072705,0.014526,1.815272,2,0.093090,-0.412649,1.825767,2,0.038393,-0.701455,1.610963,2,-0.010166,-0.764956,1.614300,2,-0.020935,0.632285,1.894917,2,-0.215908,-0.075970,1.691722,2,-0.152440,-0.017962,1.733700,2,-0.232896,-0.084376,1.692947,2,-0.235998,-0.002108,1.659056,2,
00_00_05_0067,0.017079,0.015575,1.857615,2,-0.002004,0.375897,1.899682,2,-0.018289,0.721010,1.932188,2,-0.041397,0.854391,1.996018,2,-0.112374,0.593936,2.027681,1,-0.147804,0.353247,1.866069,2,-0.180387,0.083621,1.779544,2,-0.180702,0.009715,1.723477,2,0.094083,0.533444,1.801222,2,-0.099213,0.337485,1.710204,2,-0.195311,0.072349,1.714051,1,-0.208492,-0.005177,1.708243,1,-0.033320,0.013911,1.813890,2,-0.070327,-0.405539,1.830351,2,-0.041707,-0.704131,1.685933,2,-0.115881,-0.742681,1.585114,2,0.066648,0.016609,1.831327,2,0.095829,-0.411173,1.829369,2,0.036448,-0.702094,1.693783,2,-0.057754,-0.769719,1.707237,2,-0.014535,0.636707,1.925853,2,-0.213841,-0.059764,1.693364,2,-0.144029,-0.012106,1.740118,2,-0.231341,-0.071161,1.700065,2,-0.234092,0.012949,1.673167,2,
00_00_05_0100,0.011445,0.017193,1.873557,2,-0.000669,0.375454,1.912340,2,-0.012238,0.718774,1.942277,2,-0.026411,0.833875,2.052325,2,-0.106334,0.591732,2.037756,1,-0.144917,0.352351,1.874925,2,-0.176467,0.082435,1.789045,2,-0.175281,0.011113,1.737198,2,0.096544,0.534955,1.819793,2,-0.102720,0.344822,1.729783,2,-0.200153,0.080241,1.734141,1,-0.210704,0.007205,1.717483,1,-0.038847,0.015224,1.830041,2,-0.087204,-0.401342,1.867973,2,-0.026670,-0.679212,1.752990,2,-0.083557,-0.768555,1.756836,2,0.061285,0.018473,1.846665,2,0.101283,-0.429669,1.839034,2,0.087779,-0.728700,1.786940,2,-0.032936,-0.760529,1.788412,2,-0.009544,0.634920,1.936528,2,-0.205112,-0.061264,1.701897,2,-0.149938,-0.022091,1.753334,2,-0.222259,-0.038645,1.704184,2,-0.236069,0.033810,1.683250,2,
00_00_05_0133,0.004093,0.021656,1.895642,2,-0.002859,0.378444,1.939904,2,-0.008726,0.719860,1.972889,2,-0.027029,0.849391,2.053187,2,-0.102802,0.592894,2.068332,1,-0.143104,0.358913,1.897996,2,-0.175506,0.100108,1.793778,2,-0.175097,0.028894,1.748771,2,0.096921,0.537336,1.846071,2,-0.107763,0.354791,1.752647,2,-0.183799,0.115585,1.724690,2,-0.206088,0.051672,1.729039,1,-0.045556,0.020050,1.853812,2,-0.103912,-0.416897,1.922526,2,-0.027414,-0.701294,1.820083,2,-0.050886,-0.781253,1.769046,2,0.053594,0.022475,1.867223,2,0.093962,-0.414705,1.854321,2,0.108530,-0.732180,1.813278,2,0.011902,-0.756836,1.745117,2,-0.007371,0.636473,1.966583,2,-0.199977,-0.048532,1.720769,2,-0.138263,0.010601,1.763360,2,-0.232113,-0.028991,1.705455,2,-0.234992,0.101073,1.706316,2,
00_00_05_0167,-0.001964,0.023205,1.917731,2,-0.005568,0.378893,1.961720,2,-0.008854,0.719586,1.994500,2,-0.022768,0.843653,2.089024,2,-0.102908,0.592674,2.089914,1,-0.144673,0.361621,1.915911,2,-0.176375,0.101381,1.802327,2,-0.179686,0.030247,1.759201,2,0.099354,0.537487,1.871141,2,-0.065831,0.319812,1.773574,1,-0.188574,0.120132,1.730367,2,-0.214008,0.060485,1.739876,1,-0.051375,0.021769,1.877387,2,-0.107905,-0.419330,1.965783,2,-0.046345,-0.727124,1.895291,2,-0.080078,-0.789551,1.916992,2,0.047545,0.023801,1.887752,2,0.084490,-0.407332,1.872035,2,0.115487,-0.734211,1.819005,2,0.039211,-0.772607,1.716922,1,-0.008075,0.636342,1.988229,2,-0.201029,-0.050414,1.721767,2,-0.140887,0.018947,1.778852,2,-0.246834,-0.018944,1.712353,2,-0.243502,0.093542,1.722786,2,
00_00_05_0200,-0.007728,0.025862,1.941800,2,-0.009675,0.379241,1.987394,2,-0.011393,0.717843,2.021639,2,-0.022340,0.849599,2.096453,2,-0.105412,0.591000,2.117012,1,-0.148166,0.364299,1.937505,2,-0.180484,0.106697,1.817992,2,-0.186701,0.032477,1.774302,2,0.098720,0.536370,1.895279,2,-0.064912,0.321122,1.789476,1,-0.192025,0.127000,1.756375,1,-0.219967,0.068062,1.753627,1,-0.056173,0.024596,1.901402,2,-0.113350,-0.410637,2.007046,2,-0.070712,-0.709268,1.982232,2,-0.097151,-0.790282,1.961123,2,0.040988,0.026194,1.911866,2,0.074241,-0.401992,1.892605,2,0.117203,-0.735848,1.820876,2,0.040777,-0.774147,1.718869,1,-0.010992,0.635093,2.015024,2,-0.212350,-0.043380,1.745873,2,-0.154378,0.019057,1.801667,2,-0.256450,-0.010248,1.722291,2,-0.248419,0.114230,1.732368,2,
00_00_05_0233,-0.011877,0.025315,1.966499,2,-0.012998,0.377526,2.010278,2,-0.014016,0.715365,2.042584,2,-0.025592,0.843365,2.127917,2,-0.108007,0.588576,2.137922,1,-0.152923,0.364410,1.955754,2,-0.187524,0.098627,1.858413,2,-0.191622,0.028544,1.806278,2,0.094650,0.536242,1.922947,2,-0.067715,0.317065,1.824507,1,-0.184498,0.139770,1.793486,1,-0.217356,0.081204,1.777076,1,-0.059687,0.023946,1.926421,2,-0.113253,-0.401405,2.058294,2,-0.085949,-0.715868,2.053842,2,-0.097028,-0.793204,1.983443,2,0.036354,0.025778,1.936236,2,0.073292,-0.403111,1.900916,2,0.117939,-0.736860,1.823040,2,0.042326,-0.775165,1.720172,1,-0.013779,0.632767,2.036469,2,-0.220126,-0.045119,1.770383,2,-0.163965,0.017311,1.832100,2,-0.244844,0.015528,1.753278,2,-0.249242,0.113864,1.748279,2,
00_00_05_0267,-0.017490,0.021573,1.990280,2,-0.019481,0.374296,2.034794,2,-0.021330,0.712814,2.067750,2,-0.034516,0.838959,2.156747,2,-0.115274,0.586087,2.163046,1,-0.161836,0.363434,1.979476,2,-0.207440,0.111525,1.861364,2,-0.214899,0.036313,1.813558,2,0.088669,0.526719,1.946720,2,-0.077055,0.314605,1.838287,1,-0.191596,0.141109,1.811181,1,-0.226230,0.082465,1.798485,1,-0.065434,0.021145,1.947980,2,-0.116026,-0.402772,2.075862,2,-0.102582,-0.711565,2.124281,2,-0.121578,-0.791801,2.064799,2,0.031100,0.021165,1.962375,2,0.101411,-0.403983,1.898125,2,0.118451,-0.737479,1.823532,2,0.043065,-0.775783,1.720427,1,-0.020892,0.630026,2.061488,2,-0.245190,-0.034053,1.792539,2,-0.188005,0.017330,1.840000,2,-0.253613,0.014568,1.778881,2,-0.258790,0.112472,1.768085,2,
00_00_05_0300,-0.024948,0.017546,2.021265,2,-0.028029,0.369464,2.060766,2,-0.030699,0.707531,2.089304,2,-0.040690,0.833690,2.178537,2,-0.124595,0.580862,2.184556,1,-0.172671,0.357936,2.001850,2,-0.216814,0.109241,1.877180,2,-0.229638,0.033728,1.833274,2,0.082277,0.526478,1.971362,2,-0.084806,0.313959,1.870038,1,-0.198912,0.140309,1.842705,1,-0.231132,0.084176,1.826064,1,-0.074241,0.016184,1.980852,2,-0.060238,-0.400546,2.064372,2,-0.107871,-0.719224,2.180970,2,-0.145411,-0.797219,2.141340,2,0.025141,0.018229,1.991354,2,0.103079,-0.406569,1.904908,2,0.118791,-0.738026,1.824667,2,0.044209,-0.776465,1.720832,1,-0.030080,0.624827,2.084099,2,-0.267257,-0.035612,1.806719,2,-0.206447,-0.005142,1.843111,2,-0.256915,0.012848,1.812455,2,-0.264475,0.109050,1.789479,2,
00_00_05_0333,-0.031379,0.015280,2.051453,2,-0.036133,0.365706,2.089453,2,-0.040367,0.702583,2.115784,2,-0.051569,0.832332,2.194355,2,-0.134210,0.575982,2.210988,1,-0.184818,0.353844,2.028127,2,-0.230396,0.107744,1.903667,2,-0.241198,0.033522,1.857337,2,0.070323,0.526665,2.001257,2,-0.089643,0.308640,1.896921,1,-0.203727,0.135078,1.869740,1,-0.239081,0.075237,1.856899,1,-0.080484,0.013261,2.011444,2,-0.057151,-0.407390,2.077066,2,-0.105104,-0.718780,2.189047,2,-0.176058,-0.759471,2.084468,2,0.018783,0.016751,2.021111,2,0.103394,-0.424283,1.922868,2,0.120086,-0.738801,1.828192,2,0.045485,-0.777354,1.724425,1,-0.039377,0.620143,2.111197,2,-0.279971,-0.034481,1.837711,2,-0.214211,-0.000336,1.877600,2,-0.268361,0.001677,1.842281,2,-0.267007,0.102192,1.811959,2,
00_00_05_0367,-0.037763,0.013575,2.080422,2,-0.043811,0.362318,2.114945,2,-0.049323,0.697825,2.138316,2,-0.066047,0.826330,2.218155,2,-0.143119,0.571282,2.233479,1,-0.197872,0.347165,2.054570,2,-0.244797,0.103432,1.933195,2,-0.257324,0.029266,1.884265,2,0.064877,0.524149,2.024858,2,-0.072698,0.285823,1.935645,1,-0.209552,0.073260,1.895612,1,-0.257949,0.011610,1.888348,1,-0.087534,0.012521,2.041330,2,-0.059557,-0.406764,2.106180,2,-0.100856,-0.723321,2.201122,2,-0.171177,-0.764131,2.095928,2,0.013244,0.014192,2.049227,2,0.099470,-0.433314,1.954211,2,0.121172,-0.737700,1.834855,2,0.047262,-0.776437,1.730451,1,-0.048017,0.615700,2.134438,2,-0.280760,-0.038122,1.868243,2,-0.217310,0.019748,1.906333,2,-0.289532,-0.055949,1.876911,2,-0.271139,0.044830,1.844389,2,
00_00_05_0400,-0.042306,0.012750,2.114451,2,-0.053052,0.362587,2.148514,2,-0.063325,0.699290,2.171223,2,-0.078765,0.832336,2.231072,2,-0.157049,0.572814,2.266345,1,-0.212275,0.346678,2.090390,2,-0.257979,0.104578,1.969492,2,-0.277955,0.030592,1.918460,2,0.056071,0.523937,2.055818,2,0.209481,0.290691,2.094382,2,0.100905,0.111943,2.069535,1,0.110659,0.075333,1.977905,1,-0.092732,0.013544,2.075692,2,-0.115900,-0.411755,2.189379,2,-0.099023,-0.725951,2.204502,2,-0.168828,-0.766925,2.098908,2,0.009500,0.011556,2.082939,2,0.090702,-0.442988,2.004295,2,0.126485,-0.740448,1.845937,2,0.053042,-0.779397,1.741122,1,-0.060827,0.616850,2.167531,2,-0.310652,-0.039834,1.871267,2,-0.231691,-0.019167,1.934500,2,0.091413,0.041187,1.959843,2,0.103335,0.095723,1.950500,1,
00_00_05_0433,-0.043071,0.018012,2.143111,2,-0.057608,0.367234,2.172040,2,-0.070898,0.703553,2.190318,2,-0.095652,0.832865,2.261832,2,-0.164582,0.577107,2.285425,1,-0.223441,0.344556,2.119925,2,-0.272913,0.098746,2.010239,2,-0.281647,0.025031,1.961364,2,0.047657,0.526615,2.079174,2,0.206416,0.293585,2.100879,2,0.096719,0.116622,2.075124,1,0.074604,0.062037,1.998201,1,-0.093423,0.019585,2.105073,2,-0.095883,-0.404518,2.188162,2,-0.098856,-0.727463,2.206755,2,-0.168079,-0.768748,2.100821,2,0.008688,0.015871,2.110801,2,0.091629,-0.439702,2.058555,2,0.125378,-0.697531,1.893794,2,0.109308,-0.742187,1.783762,2,-0.067712,0.621189,2.187673,2,-0.303921,-0.043757,1.936501,2,-0.242553,0.005593,1.961391,2,0.062287,0.027439,1.985461,2,0.036830,0.095982,1.962921,2,
00_00_05_0467,-0.044487,0.025262,2.175182,2,-0.064911,0.373600,2.202576,2,-0.084310,0.709264,2.219008,2,-0.106461,0.840320,2.284395,2,-0.177931,0.582865,2.314091,1,-0.237185,0.347286,2.153436,2,-0.285334,0.107180,2.057058,2,-0.302962,0.032265,2.014585,2,0.037943,0.531276,2.098672,2,0.198088,0.300676,2.120329,2,0.082634,0.127558,2.093335,1,0.059949,0.077196,2.026927,1,-0.094425,0.026025,2.135811,2,-0.094812,-0.401355,2.193426,2,-0.100125,-0.727663,2.208216,2,-0.170409,-0.769365,2.103636,2,0.006866,0.023712,2.144262,2,0.091895,-0.423691,2.132671,2,0.125723,-0.689779,1.939502,2,0.062521,-0.686704,1.832080,2,-0.079581,0.627041,2.216850,2,-0.332463,-0.039434,1.976013,2,-0.240412,0.007141,2.054174,2,0.051976,0.038682,2.015053,2,0.007647,0.108965,1.990293,2,
00_00_05_0500,-0.044915,0.032481,2.210044,2,-0.069705,0.378971,2.228422,2,-0.092213,0.713237,2.237184,2,-0.109802,0.844626,2.304267,2,-0.185796,0.586866,2.332253,1,-0.250555,0.351547,2.173601,2,-0.301874,0.085771,2.087156,2,-0.328901,-0.025270,2.062882,2,0.033391,0.540450,2.127850,2,0.190987,0.308585,2.132045,2,0.075587,0.135453,2.105052,1,0.043101,0.076402,2.057697,1,-0.095954,0.033773,2.171532,2,-0.095906,-0.397502,2.203299,2,-0.101097,-0.728055,2.210378,2,-0.168943,-0.770296,2.103838,2,0.007515,0.030175,2.178246,2,0.090662,-0.412997,2.191353,2,0.123685,-0.713579,2.014694,2,0.077914,-0.649709,1.913223,2,-0.086824,0.631325,2.236816,2,-0.350350,-0.103112,2.029847,2,-0.296208,-0.050071,2.075158,2,0.000094,-0.002325,2.041937,2,-0.017987,0.115628,2.017714,2,
00_00_05_0533,-0.042279,0.036167,2.240227,2,-0.071553,0.384550,2.259704,2,-0.099407,0.720478,2.267341,2,-0.115282,0.851720,2.335806,2,-0.192946,0.594153,2.362393,1,-0.262410,0.355029,2.212322,2,-0.309544,0.083765,2.144873,2,-0.340583,-0.030522,2.132310,2,0.025170,0.544090,2.149173,2,0.181305,0.318567,2.150044,2,0.065978,0.145421,2.123051,1,0.024872,0.083505,2.087216,1,-0.092209,0.038305,2.200351,2,-0.097442,-0.396763,2.214262,2,-0.102020,-0.730213,2.212257,2,-0.171611,-0.772831,2.107703,2,0.008924,0.032868,2.209882,2,0.090869,-0.400595,2.246123,2,0.107073,-0.737050,2.075247,2,0.072754,-0.646973,1.987305,2,-0.092644,0.638177,2.267466,2,-0.354496,-0.110447,2.121793,2,-0.296884,-0.045254,2.139579,2,-0.024156,0.015006,2.069525,2,-0.032569,0.130888,2.047400,2,
00_00_05_0567,-0.047184,0.041693,2.268405,2,-0.075758,0.388910,2.284707,2,-0.103126,0.723970,2.289758,2,-0.121384,0.856543,2.347419,2,-0.196639,0.597682,2.384796,1,-0.272393,0.352410,2.249615,2,-0.323085,0.078252,2.203452,2,-0.347886,-0.025534,2.200917,2,0.023149,0.550355,2.175113,2,0.174736,0.324525,2.170020,2,0.059470,0.151391,2.143023,1,0.016698,0.087758,2.116239,1,-0.097501,0.044380,2.226590,2,-0.098371,-0.396820,2.224063,2,-0.103410,-0.730950,2.211092,2,-0.172089,-0.773648,2.105746,2,0.004616,0.037656,2.239963,2,0.079500,-0.405157,2.294974,2,0.081069,-0.700729,2.167376,2,0.052505,-0.643238,2.054119,2,-0.096463,0.641858,2.290500,2,-0.360818,-0.106934,2.211464,2,-0.306256,-0.021110,2.193025,2,-0.040511,0.020861,2.095643,2,-0.041492,0.139668,2.076333,2,
